prediction;test_price
1402.62;1359.88
1382.36;1386.89
1378.22;1387.81
1380.48;1391.03
1380.24;1409.15
1381.99;1406.29
1384.38;1398.94
1405.09;1409.93
1411.8;1415.95
1410.26;1416.18
1410.89;1409.46
1413.67;1407.05
1411.5;1409.28
1412.62;1413.94
1411.11;1418.07
1414.05;1418.55
1412.53;1427.84
1411.68;1428.48
1417.51;1419.45
1413.35;1413.58
1420.59;1430.36
1424.13;1446.79
1433.03;1435.81
1437.46;1443.69
1431.7;1430.15
1439.81;1426.66
1445.77;1419.83
1441.27;1418.1
1440.34;1402.43
1435.69;1426.19
1418.89;1462.42
1426.4;1459.37
1443.94;1466.47
1456.2;1461.89
1459.02;1457.15
1457.91;1461.02
1462.69;1472.12
1472.18;1472.05
1469.51;1470.68
1470.42;1472.34
1469.54;1472.63
1474.37;1480.94
1481.68;1485.98
1480.88;1492.56
1482.8;1494.81
1484.12;1494.82
1489.91;1502.96
1496.7;1500.18
1495.78;1507.84
1507.44;1501.96
1508.84;1498.11
1505.73;1513.17
1510.75;1495.71
1510.16;1511.29
1514.75;1512.12
1519.72;1509.39
1508.55;1517.93
1514.63;1517.01
1518.61;1519.43
1521.36;1520.33
1520.67;1521.38
1526.09;1519.79
1529.01;1530.94
1533.15;1511.95
1535.21;1502.42
1536.52;1515.6
1529.12;1487.85
1521.66;1496.94
1511.0;1515.99
1506.2;1514.68
1508.47;1518.2
1514.18;1525.2
1522.93;1539.79
1534.24;1541.46
1537.97;1544.26
1538.9;1551.18
1543.5;1556.22
1541.84;1552.48
1540.4;1554.52
1542.55;1563.23
1542.02;1560.7
1545.54;1552.1
1549.32;1548.34
1564.51;1558.71
1565.71;1545.8
1562.64;1556.89
1564.57;1551.69
1560.42;1563.77
1552.12;1562.85
1558.25;1569.19
1560.26;1562.17
1564.76;1570.25
1571.08;1553.69
1577.93;1559.98
1575.43;1553.28
1567.93;1563.07
1565.73;1568.61
1565.17;1587.73
1562.79;1593.37
1576.8;1588.85
1576.88;1552.36
1594.81;1574.57
1587.39;1552.01
1578.89;1541.61
1576.87;1555.25
1577.43;1562.5
1577.1;1578.78
1581.49;1578.79
1584.1;1585.16
1587.24;1582.24
1582.65;1593.61
1594.62;1597.57
1601.06;1582.7
1609.55;1597.59
1604.72;1614.42
1602.43;1617.5
1604.61;1625.96
1610.31;1632.69
1619.53;1626.67
1629.11;1633.7
1635.57;1633.77
1642.95;1650.34
1641.65;1658.78
1648.87;1650.47
1649.85;1667.47
1655.53;1666.29
1655.26;1669.16
1669.64;1655.35
1674.11;1650.51
1678.27;1649.6
1678.35;1660.06
1676.62;1648.36
1669.14;1654.41
1667.17;1630.74
1676.02;1640.42
1671.2;1631.38
1670.12;1608.9
1678.28;1622.56
1664.92;1643.38
1663.58;1642.81
1667.65;1626.13
1669.2;1612.52
1658.03;1636.36
1645.25;1626.73
1639.81;1639.04
1641.61;1651.81
1651.54;1628.93
1649.71;1588.19
1655.39;1592.43
1658.62;1573.09
1645.41;1588.03
1637.2;1603.26
1626.77;1613.2
1623.1;1606.28
1614.38;1614.96
1609.89;1614.08
1612.69;1615.41
1617.12;1631.89
1620.21;1640.46
1629.69;1652.32
1637.44;1652.62
1640.39;1675.02
1639.95;1680.19
1644.21;1682.5
1654.82;1676.26
1663.2;1680.91
1674.18;1689.37
1681.55;1692.09
1685.01;1695.53
1686.09;1692.39
1692.28;1685.94
1701.56;1690.25
1700.5;1691.65
1703.16;1685.33
1704.3;1685.96
1712.89;1685.73
1709.71;1706.87
1706.97;1709.67
1719.84;1707.14
1725.53;1697.37
1732.15;1690.91
1733.29;1697.48
1733.37;1691.42
1735.81;1689.47
1735.6;1694.16
1731.93;1685.39
1734.79;1661.32
1732.89;1655.83
1727.74;1646.06
1723.07;1652.35
1710.78;1642.8
1702.02;1656.96
1702.88;1663.5
1699.12;1656.78
1689.47;1630.48
1685.25;1634.96
1677.56;1638.17
1662.78;1632.97
1661.2;1639.77
1664.62;1653.08
1660.25;1655.08
1667.16;1655.17
1666.47;1671.71
1658.41;1683.99
1668.64;1689.13
1666.73;1683.42
1670.14;1687.99
1675.72;1697.6
1684.19;1704.76
1682.85;1725.52
1683.34;1722.34
1692.77;1709.91
1702.42;1701.84
1720.39;1697.42
1725.2;1692.77
1716.95;1698.67
1705.24;1691.75
1716.03;1681.55
1713.6;1695.0
1712.63;1693.87
1718.59;1678.66
1720.09;1690.5
1720.13;1676.12
1715.47;1655.45
1724.24;1656.4
1726.37;1692.56
1720.12;1703.2
1729.56;1710.14
1734.11;1698.06
1728.18;1721.54
1723.44;1733.15
1729.84;1744.5
1736.05;1744.66
1760.84;1754.67
1759.14;1746.38
1773.73;1752.07
1778.69;1759.77
1779.86;1762.11
1770.37;1771.95
1778.91;1763.31
1777.76;1756.54
1774.47;1761.64
1790.21;1767.93
1796.42;1762.97
1782.66;1770.49
1778.43;1747.15
1782.68;1770.61
1784.73;1771.89
1792.36;1767.69
1792.73;1782.0
1792.02;1790.62
1800.98;1798.18
1796.8;1791.53
1811.04;1787.87
1817.66;1781.37
1822.08;1795.85
1816.56;1804.76
1820.64;1802.48
1823.74;1802.75
1831.42;1807.23
1825.61;1805.81
1836.12;1800.9
1838.32;1795.15
1840.11;1792.81
1845.35;1785.03
1856.14;1805.09
1847.24;1808.37
1848.61;1802.62
1847.1;1782.22
1846.8;1775.5
1843.57;1775.32
1847.36;1786.54
1857.83;1781.0
1848.93;1810.65
1851.58;1809.6
1852.45;1818.32
1843.74;1827.99
1844.74;1833.32
1843.74;1842.02
1853.37;1841.4
1864.36;1841.07
1866.6;1848.36
1865.08;1831.98
1866.82;1831.37
1859.45;1826.77
1855.1;1837.88
1848.17;1837.49
1859.83;1838.13
1866.57;1842.37
1869.75;1819.2
1867.78;1838.88
1858.17;1848.38
1857.15;1845.89
1860.36;1838.7
1869.18;1843.8
1876.2;1844.86
1876.89;1828.46
1875.77;1790.29
1868.86;1781.56
1852.45;1792.5
1847.18;1774.2
1853.21;1794.19
1852.55;1782.59
1846.54;1741.89
1830.63;1755.2
1819.0;1751.64
1816.02;1773.43
1820.23;1797.02
1814.83;1799.84
1818.67;1819.75
1822.81;1819.26
1839.35;1829.83
1843.97;1838.63
1859.99;1840.76
1851.34;1828.75
1844.3;1839.78
1853.77;1836.25
1863.26;1847.61
1874.7;1845.12
1880.66;1845.16
1876.05;1854.29
1890.06;1859.45
1895.44;1845.73
1892.29;1873.91
1883.57;1873.81
1883.68;1877.03
1886.11;1878.04
1903.88;1877.17
1910.77;1867.63
1921.38;1868.2
1908.66;1846.34
1912.72;1841.13
1908.58;1858.83
1897.84;1872.25
1910.91;1860.77
1922.45;1872.01
1921.03;1866.52
1919.89;1857.44
1915.95;1865.62
1913.68;1852.56
1914.1;1849.04
1918.25;1857.62
1926.33;1872.34
1913.99;1885.52
1911.91;1890.9
1907.86;1888.77
1911.11;1865.09
1925.41;1845.04
1921.72;1851.96
1924.83;1872.18
1917.33;1833.08
1920.28;1815.69
1905.05;1830.61
1890.07;1842.98
1886.0;1862.31
1891.99;1864.85
1888.43;1871.89
1898.85;1879.55
1896.88;1875.39
1902.06;1878.61
1905.98;1863.4
1900.84;1869.43
1909.0;1878.33
1899.34;1883.95
1904.23;1883.68
1909.78;1881.14
1906.43;1884.66
1908.19;1867.72
1913.95;1878.21
1910.79;1875.63
1917.37;1878.48
1921.39;1896.65
1908.27;1897.45
1910.21;1888.53
1911.19;1870.85
1926.23;1877.86
1936.81;1885.08
1931.11;1872.83
1941.71;1888.03
1937.2;1892.49
1928.87;1900.53
1933.28;1911.91
1939.76;1909.78
1951.9;1920.03
1957.59;1923.57
1962.49;1924.97
1969.95;1924.24
1981.15;1927.88
1979.33;1940.46
1987.36;1949.44
1983.37;1951.27
1977.63;1950.79
1990.51;1943.89
1997.49;1930.11
1996.19;1936.16
2001.16;1937.78
1998.07;1941.99
2001.53;1956.98
1995.97;1959.48
2010.13;1962.87
1999.66;1962.61
1999.89;1949.98
1993.91;1959.53
1993.51;1957.22
2014.49;1960.96
2022.63;1960.23
2016.28;1973.32
2012.99;1974.62
2013.15;1985.44
2019.41;1977.65
2025.38;1963.71
2026.35;1972.83
2030.74;1964.68
2022.99;1967.57
2028.16;1977.1
2033.54;1973.28
2026.44;1981.57
2029.01;1958.12
2025.47;1978.22
2020.67;1973.63
2020.53;1983.53
2027.55;1987.01
2030.09;1987.98
2041.62;1978.34
2043.65;1978.91
2052.22;1969.95
2054.66;1970.07
2045.7;1930.67
2045.48;1925.15
2035.05;1938.99
2030.93;1920.21
2028.7;1920.24
2007.1;1909.57
1999.57;1931.59
1989.36;1936.92
1982.99;1933.75
1991.83;1946.72
1986.49;1955.18
1986.17;1955.06
1997.66;1971.74
2000.24;1981.6
2004.44;1986.51
2013.77;1992.37
2011.88;1988.4
2010.87;1997.92
2020.51;2000.02
2022.88;2000.12
2039.42;1996.74
2024.6;2003.37
2024.47;2002.28
2032.8;2000.72
2040.52;1997.65
2052.42;2007.71
2050.97;2001.54
2057.7;1988.44
2049.0;1995.69
2051.27;1997.45
2050.51;1985.54
2057.47;1984.13
2062.98;1998.98
2057.5;2001.57
2058.23;2011.36
2074.32;2010.4
2074.12;1994.29
2073.39;1982.77
2076.59;1998.3
2065.93;1965.99
2068.94;1982.85
2068.44;1977.8
2071.21;1972.29
2064.98;1946.16
2059.78;1946.17
2047.68;1967.9
2050.82;1964.82
2047.28;1935.1
2044.84;1968.89
2038.28;1928.21
2034.55;1906.13
2025.37;1874.74
2012.54;1877.7
1975.06;1862.49
1968.37;1862.76
1956.07;1886.76
1953.45;1904.01
1946.28;1941.28
1942.41;1927.11
1942.82;1950.82
1946.04;1964.58
1952.98;1961.63
1967.59;1985.05
1979.82;1982.3
1991.19;1994.65
1993.52;2018.05
2000.8;2017.81
2016.01;2012.1
2022.88;2023.57
2015.31;2031.21
2025.94;2031.92
2047.8;2038.26
2056.57;2039.68
2060.61;2038.25
2078.29;2039.33
2079.89;2039.82
2088.05;2041.32
2096.74;2051.8
2106.66;2048.72
2114.4;2052.75
2123.79;2063.5
2132.01;2069.41
2137.28;2067.03
2130.55;2072.83
2149.7;2067.56
2153.24;2053.44
2160.87;2066.55
2152.53;2074.33
2158.86;2071.92
2172.18;2075.37
2168.36;2060.31
2166.77;2059.82
2156.37;2026.14
2151.55;2035.33
2139.63;2002.33
2137.37;1989.63
2130.39;1972.74
2112.49;2012.89
2097.68;2061.23
2091.93;2070.65
2098.01;2078.54
2098.06;2082.17
2107.05;2081.88
2107.93;2088.77
2121.8;2090.57
2126.82;2080.35
2131.32;2058.9
2136.1;2058.2
2125.78;2020.58
2119.74;2002.61
2118.52;2025.9
2097.96;2062.14
2094.64;2044.81
2103.83;2028.26
2103.7;2023.03
2099.53;2011.27
2088.93;1992.67
2087.78;2019.42
2088.31;2022.55
2081.11;2032.12
2084.65;2063.15
2083.64;2051.82
2099.46;2057.09
2103.02;2029.55
2101.13;2002.16
2100.15;2021.25
2108.44;1994.99
2103.0;2020.85
2101.89;2050.03
2108.48;2041.51
2090.3;2062.52
2110.91;2055.47
2114.54;2046.74
2111.15;2068.59
2121.73;2068.53
2109.57;2088.48
2116.5;2096.99
2121.51;2100.34
2135.16;2099.68
2155.8;2097.45
2150.93;2110.3
2152.64;2109.66
2160.27;2115.48
2175.28;2113.86
2176.9;2110.74
2169.98;2104.5
2165.98;2117.39
2169.52;2107.78
2171.2;2098.53
2180.13;2101.04
2170.68;2071.26
2180.92;2079.43
2173.91;2044.16
2172.23;2040.24
2163.1;2065.95
2150.21;2053.4
2126.87;2081.19
2128.6;2074.28
2133.24;2099.5
2136.41;2089.27
2149.37;2108.1
2171.81;2104.42
2186.68;2091.5
2187.37;2061.05
2182.06;2056.15
2171.39;2061.02
2158.34;2086.24
2157.49;2067.89
2159.32;2059.69
2160.29;2066.96
2153.79;2080.62
2139.38;2076.33
2153.71;2081.9
2162.97;2091.18
2168.9;2102.06
2177.91;2092.43
2182.19;2095.84
2174.03;2106.63
2172.59;2104.99
2165.82;2081.18
2172.99;2100.4
2169.83;2097.29
2157.67;2107.96
2165.69;2112.93
2166.22;2117.69
2164.85;2108.92
2170.29;2114.76
2168.6;2106.85
2161.89;2085.51
2174.25;2108.29
2174.2;2114.49
2195.54;2089.46
2194.74;2080.15
2178.7;2088.0
2175.26;2116.1
2155.65;2105.33
2165.84;2099.12
2159.65;2098.48
2166.8;2121.1
2153.16;2122.73
2159.93;2129.2
2167.85;2127.83
2189.58;2125.85
2185.47;2130.82
2188.37;2126.06
2192.82;2104.2
2189.43;2123.48
2186.97;2120.79
2188.86;2107.39
2200.11;2111.73
2190.38;2109.6
2188.33;2114.07
2186.49;2095.84
2173.03;2092.83
2181.25;2079.28
2182.68;2080.15
2196.72;2105.2
2190.11;2108.86
2188.93;2094.11
2184.3;2084.43
2183.95;2096.29
2168.66;2100.44
2170.84;2121.24
2181.64;2109.99
2172.08;2122.85
2181.48;2124.2
2175.07;2108.58
2185.56;2102.31
2190.7;2101.49
2179.85;2057.64
2193.54;2063.11
2185.12;2077.42
2180.06;2076.78
2164.44;2068.76
2164.31;2081.34
2145.07;2046.68
2140.67;2051.31
2142.27;2076.62
2147.03;2099.6
2153.0;2108.95
2168.3;2107.4
2159.1;2124.29
2159.89;2126.64
2160.0;2128.28
2161.67;2119.21
2167.12;2114.15
2178.58;2102.15
2180.09;2079.65
2183.48;2067.64
2183.61;2093.25
2158.76;2108.57
2152.97;2108.63
2165.57;2103.84
2152.48;2098.04
2158.47;2093.32
2159.54;2099.84
2162.92;2083.56
2176.46;2077.57
2173.42;2104.18
2152.8;2084.07
2165.13;2086.05
2163.21;2083.39
2161.17;2091.54
2159.11;2102.44
2167.34;2096.92
2168.46;2079.61
2164.29;2035.73
2162.9;1970.89
2148.04;1893.21
2124.11;1867.61
2094.24;1940.51
2045.14;1987.66
2034.42;1988.87
2024.86;1972.18
2008.86;1913.85
2015.03;1948.86
2008.97;1951.13
2009.65;1921.22
2041.78;1969.41
2026.71;1942.04
2023.92;1952.29
2017.93;1961.05
1998.73;1953.03
1987.66;1978.09
1978.93;1995.31
1987.62;1990.2
2005.27;1958.03
2031.98;1966.97
2020.22;1942.74
2011.93;1938.76
2006.7;1932.24
1997.09;1931.34
1996.75;1881.77
2002.99;1884.09
2004.72;1920.03
1981.8;1923.82
1987.39;1951.36
1978.95;1987.05
1974.34;1979.92
1994.34;1995.83
2007.47;2013.43
2020.07;2014.89
2032.0;2017.46
2052.77;2003.69
2062.13;1994.24
2063.21;2023.86
2066.43;2033.11
2078.57;2033.66
2073.03;2030.77
2070.52;2018.94
2067.13;2052.51
2087.56;2075.15
2099.96;2071.18
2115.46;2065.89
2146.83;2090.35
2146.03;2089.41
2157.42;2079.36
2168.78;2104.05
2165.83;2109.79
2172.51;2102.31
2189.5;2099.93
2188.98;2099.2
2189.75;2078.58
2192.2;2081.72
2179.96;2075.0
2182.47;2045.97
2186.32;2023.04
2179.69;2053.19
2157.61;2050.44
2140.12;2083.58
2133.1;2081.24
2143.45;2089.17
2162.07;2086.59
2177.53;2089.14
2186.73;2088.87
2196.64;2090.11
2180.99;2080.41
2162.75;2102.63
2161.16;2079.51
2166.4;2049.62
2161.32;2091.69
2173.75;2077.07
2156.56;2063.59
2159.72;2047.62
2152.81;2052.23
2137.55;2012.37
2140.77;2021.94
2136.5;2043.41
2111.73;2073.07
2090.73;2041.89
2104.53;2005.55
2102.85;2021.15
2123.92;2038.97
2119.78;2064.29
2119.33;2060.99
2117.21;2056.5
2124.5;2078.36
2121.76;2063.36
2125.63;2043.94
2113.52;2012.66
2112.44;2016.71
2115.68;1990.26
2097.64;1943.09
2107.63;1922.03
2058.38;1923.67
2020.84;1938.68
2014.16;1890.28
2006.9;1921.84
2010.3;1880.33
2003.15;1881.33
1980.02;1859.33
1960.45;1868.99
1940.52;1906.9
1939.06;1877.08
1946.28;1903.63
1935.25;1882.95
1942.94;1893.36
1928.04;1940.24
1926.91;1939.38
1927.86;1903.03
1935.2;1912.53
1949.62;1915.45
1959.83;1880.05
1948.76;1853.44
1933.97;1852.21
1898.16;1851.86
1888.76;1829.08
1886.83;1864.78
1880.62;1895.58
1894.66;1926.82
1918.51;1917.83
1941.96;1917.78
1959.34;1945.5
1962.92;1921.27
1987.94;1929.8
1964.33;1951.7
1963.46;1948.05
1959.45;1932.23
1991.47;1978.35
2010.49;1986.45
2020.99;1993.4
2031.88;1999.99
2035.38;2001.76
2061.81;1979.26
2066.31;1989.26
2069.04;1989.57
2066.63;2022.19
2079.87;2019.64
2087.48;2015.93
2077.62;2027.22
2110.17;2040.59
2107.09;2049.58
2108.73;2051.6
2114.99;2049.8
2128.25;2036.71
2146.19;2035.94
2169.41;2037.05
2148.07;2055.01
2139.35;2063.95
2119.62;2059.74
2128.03;2072.78
2153.65;2066.13
2153.62;2045.17
2156.11;2066.66
2129.36;2041.91
2115.32;2047.6
2091.7;2041.99
2090.92;2061.72
2120.83;2082.42
2128.79;2082.78
2132.07;2080.73
2130.49;2094.34
2141.62;2100.8
2139.51;2102.4
2161.75;2091.48
2158.26;2091.58
2141.07;2087.79
2142.89;2091.7
2146.71;2095.15
2157.47;2075.81
2168.75;2065.3
2164.26;2081.43
2145.76;2063.37
2143.72;2051.12
2142.07;2050.63
2119.09;2057.14
2136.16;2058.69
2130.14;2084.39
2118.22;2064.46
2131.02;2064.11
2148.9;2046.61
2148.52;2066.66
2134.82;2047.21
2151.42;2047.63
2142.25;2040.04
2141.95;2052.32
2117.14;2048.04
2122.83;2076.06
2128.53;2090.54
2126.06;2090.1
2122.41;2099.06
2149.61;2096.95
2161.49;2099.33
2163.64;2105.26
2157.57;2099.13
2148.62;2109.41
2131.97;2112.13
2152.19;2119.12
2164.58;2115.48
2170.17;2096.07
2181.88;2079.06
2158.04;2075.32
2168.7;2071.5
2157.6;2077.99
2159.88;2071.22
2163.24;2083.25
2157.04;2088.9
2142.82;2085.45
2149.98;2113.32
2144.5;2037.41
2142.7;2000.54
2141.98;2036.09
2122.74;2070.77
2137.74;2098.86
2118.38;2102.95
2132.52;2088.55
2123.66;2099.73
2138.37;2097.9
2145.83;2129.9
2141.71;2137.16
2158.52;2152.14
2166.93;2152.43
2194.6;2163.75
2221.06;2161.74
2225.53;2166.89
2204.21;2163.78
2216.02;2173.02
2242.12;2165.17
2247.7;2175.03
2244.12;2168.48
2225.06;2169.18
2233.28;2166.58
2228.76;2170.06
2240.46;2173.6
2253.58;2170.84
2252.2;2157.03
2264.69;2163.79
2270.04;2164.25
2279.96;2182.87
2274.36;2180.89
2276.89;2181.74
2283.19;2175.49
2264.66;2185.79
2256.06;2184.05
2267.89;2190.15
2267.16;2178.15
2255.97;2182.22
2280.07;2187.02
2281.69;2183.87
2277.77;2182.64
2260.73;2186.9
2254.46;2175.44
2256.61;2172.47
2253.49;2169.04
2250.02;2180.38
2243.07;2176.12
2246.43;2170.95
2252.03;2170.86
2252.21;2179.98
2262.28;2186.48
2263.4;2186.16
2253.71;2181.3
2265.81;2127.81
2267.66;2159.04
2250.58;2127.02
2241.2;2125.77
2225.45;2147.26
2216.77;2139.16
2218.23;2139.12
2223.81;2139.76
2214.1;2163.12
2195.82;2177.18
2176.46;2164.69
2191.8;2146.1
2222.14;2159.93
2220.08;2171.37
2210.98;2151.13
2235.8;2168.27
2230.85;2161.2
2228.87;2150.49
2243.64;2159.73
2236.4;2160.77
2242.58;2153.74
2233.07;2163.66
2236.59;2136.73
2229.18;2139.18
2224.9;2132.55
2220.32;2132.98
2223.86;2126.5
2216.41;2139.6
2208.68;2144.29
2205.45;2141.34
2204.51;2141.16
2196.32;2151.33
2214.27;2143.16
2219.95;2139.43
2207.96;2133.04
2202.36;2126.41
2208.96;2126.15
2222.95;2111.72
2217.65;2097.94
2189.33;2088.66
2186.07;2085.18
2177.37;2131.52
2164.23;2139.56
2159.18;2163.26
2169.61;2167.48
2180.94;2164.45
2184.18;2164.2
2204.69;2180.39
2205.87;2176.94
2231.15;2187.12
2211.36;2181.9
2209.92;2198.18
2227.49;2202.94
2226.97;2204.72
2251.12;2213.35
2270.01;2201.72
2271.24;2204.66
2275.81;2198.81
2272.99;2191.08
2278.28;2191.95
2279.25;2204.71
2271.94;2212.23
2279.41;2241.35
2293.7;2246.19
2289.45;2259.53
2310.43;2256.96
2312.12;2271.72
2327.15;2253.28
2328.32;2262.03
2348.85;2258.07
2363.76;2262.53
2357.21;2270.76
2359.59;2265.18
2379.34;2260.96
2365.08;2263.79
2376.1;2268.88
2382.16;2249.92
2374.66;2249.26
2394.18;2238.83
2384.03;2257.83
2378.98;2270.75
2373.2;2269.0
2356.54;2276.98
2363.19;2268.9
2367.14;2268.9
2370.0;2275.32
2374.03;2270.44
2387.33;2274.64
2369.92;2267.89
2375.16;2271.89
2375.79;2263.69
2382.59;2271.31
2370.44;2265.2
2363.78;2280.07
2361.3;2298.37
2367.93;2296.68
2378.08;2294.69
2371.18;2280.9
2364.88;2278.87
2362.56;2279.55
2357.33;2280.85
2377.09;2297.42
2384.9;2292.56
2372.33;2293.08
2379.76;2294.67
2369.45;2307.87
2377.19;2316.1
2385.67;2328.25
2391.78;2337.58
2402.12;2349.25
2410.6;2347.22
2421.75;2351.16
2440.52;2365.38
2445.9;2362.82
2437.97;2363.81
2453.0;2367.34
2457.81;2369.75
2472.07;2363.64
2474.51;2395.96
2473.12;2381.92
2468.26;2383.12
2474.09;2375.31
2489.18;2368.39
2494.39;2362.98
2496.74;2364.87
2494.65;2372.6
2496.64;2373.47
2494.76;2365.45
2492.4;2385.26
2485.06;2381.38
2478.13;2378.25
2480.73;2373.47
2480.92;2344.02
2488.11;2348.45
2485.65;2345.96
2474.3;2343.98
2467.91;2341.59
2461.35;2358.57
2457.55;2361.13
2449.84;2368.06
2444.22;2362.72
2449.48;2358.84
2453.8;2360.16
2440.53;2352.95
2434.21;2357.49
2440.49;2355.54
2439.56;2357.16
2452.67;2353.78
2447.15;2344.93
